Order ID,Customer Name,Category,Sub Category,Quantity,Region,City,Order Date,Actual Price,Discount,Payment mode,Sales,Profit,Rating
OD1501,Sundar,Snacks,Noodles,9,Central,Chennai,19/05/23,"₹2,114.64 ",32.00%,Cash,"₹1,602.00 ",₹512.64 ,5
OD1502,Suresh,"Eggs, Meat & Fish",Chicken,6,Central,Pudukottai,22/11/22,"₹2,482.92 ",14.00%,Cash,"₹2,178.00 ",₹261.36 ,4
OD1503,Anu,Beverages,Health Drinks,4,Central,Vellore,14/08/21,"₹2,685.36 ",34.00%,Cash,"₹2,004.00 ",₹380.76 ,2
OD1504,Suresh,Fruits & Veggies,Organic Fruits,6,Central,Krishnagiri,31/07/22,"₹2,520.42 ",19.00%,Card,"₹2,118.00 ",₹444.78 ,4
OD1505,Veronica,Oil & Masala,Masalas,5,Central,Madurai,07/03/22,₹902.97 ,27.00%,Card,₹711.00 ,₹291.51 ,4
OD1506,Mathew,Oil & Masala,Spices,2,Central,Nagercoil,16/04/23,"₹2,714.40 ",20.00%,Upi,"₹2,262.00 ",₹520.26 ,5
OD1507,Malik,"Eggs, Meat & Fish",Mutton,2,Central,Coimbatore,01/08/21,"₹1,369.72 ",21.00%,Card,"₹1,132.00 ",₹203.76 ,2
OD1508,Suresh,Fruits & Veggies,Fresh Vegetables,7,Central,Virudhunagar,09/06/23,"₹2,349.90 ",26.00%,Upi,"₹1,865.00 ",₹279.75 ,4
OD1509,Yusuf,Snacks,Cookies,9,Central,Dindigul,30/03/21,"₹2,103.80 ",34.00%,Cash,"₹1,570.00 ",₹188.40 ,2
OD1510,Mathew,Beverages,Soft Drinks,5,Central,Coimbatore,19/07/22,"₹2,637.96 ",14.00%,Cash,"₹2,314.00 ",₹439.66 ,5
OD1511,Aditi,Bakery,Breads & Buns,7,Central,Ramanadhapuram,09/08/23,"₹2,295.18 ",23.00%,Cash,"₹1,866.00 ",₹205.26 ,3
OD1512,Sharon,Bakery,Breads & Buns,1,Central,Vellore,28/07/22,"₹2,301.33 ",23.00%,Upi,"₹1,871.00 ",₹841.95 ,4
OD1513,Akash,Oil & Masala,Edible Oil & Ghee,6,Central,Dharmapuri,29/03/23,"₹1,572.06 ",33.00%,Cash,"₹1,182.00 ",₹425.52 ,3
OD1514,Jackson,Oil & Masala,Spices,7,Central,Kanyakumari,26/04/21,"₹2,093.00 ",15.00%,Cash,"₹1,820.00 ",₹509.60 ,4
OD1515,Sheeba,Beverages,Soft Drinks,1,Central,Trichy,18/01/23,"₹1,598.20 ",31.00%,Upi,"₹1,220.00 ",₹317.20 ,5
OD1516,Veena,Snacks,Noodles,5,Central,Virudhunagar,16/07/21,"₹1,136.64 ",28.00%,Upi,₹888.00 ,₹222.00 ,3
OD1517,Hussain,Snacks,Noodles,5,Central,Vellore,26/09/21,"₹2,254.41 ",11.00%,Card,"₹2,031.00 ",₹264.03 ,4
OD1518,Ramesh,Oil & Masala,Edible Oil & Ghee,5,Central,Theni,15/05/23,"₹2,018.56 ",28.00%,Cash,"₹1,577.00 ",₹78.85 ,3
OD1519,Alan,Fruits & Veggies,Fresh Vegetables,8,Central,Viluppuram,28/05/21,"₹2,255.88 ",32.00%,Upi,"₹1,709.00 ",₹170.90 ,2
OD1520,Krithika,Bakery,Breads & Buns,8,Central,Coimbatore,20/11/21,"₹1,765.20 ",20.00%,Card,"₹1,471.00 ",₹250.07 ,5
OD1521,Jackson,Snacks,Cookies,8,Central,Dindigul,20/05/22,"₹2,822.50 ",25.00%,Card,"₹2,258.00 ",₹699.98 ,4
OD1522,Vinne,Oil & Masala,Spices,5,Central,Karur,12/04/23,"₹2,503.75 ",25.00%,Cash,"₹2,003.00 ",₹300.45 ,5
OD1523,Surya,Bakery,Breads & Buns,4,Central,Tenkasi,06/03/22,"₹1,934.08 ",28.00%,Card,"₹1,511.00 ",₹438.19 ,4
OD1524,Arutra,Oil & Masala,Edible Oil & Ghee,1,Central,Pudukottai,17/05/22,"₹2,527.50 ",25.00%,Cash,"₹2,022.00 ",₹384.18 ,2
OD1525,Arvind,Food Grains,Rice,1,Central,Vellore,06/04/22,₹793.28 ,34.00%,Cash,₹592.00 ,₹100.64 ,4
OD1526,Verma,Snacks,Noodles,7,Central,Dindigul,20/01/21,"₹1,902.16 ",18.00%,Card,"₹1,612.00 ",₹435.24 ,2
OD1527,Sudeep,Oil & Masala,Spices,6,Central,Bodi,11/01/21,"₹2,334.90 ",29.00%,Upi,"₹1,810.00 ",₹307.70 ,4
OD1528,Amy,Bakery,Breads & Buns,8,Central,Namakkal,01/10/21,"₹1,024.28 ",16.00%,Cash,₹883.00 ,₹114.79 ,4
OD1529,Mathew,Beverages,Health Drinks,9,Central,Tirunelveli,01/06/22,"₹1,697.50 ",25.00%,Cash,"₹1,358.00 ",₹611.10 ,4
OD1530,Sudha,Food Grains,Rice,7,Central,Virudhunagar,02/11/21,"₹2,048.20 ",33.00%,Upi,"₹1,540.00 ",₹123.20 ,5
OD1531,Adavan,Beverages,Soft Drinks,5,Central,Bodi,12/05/21,"₹1,753.75 ",15.00%,Upi,"₹1,525.00 ",₹640.50 ,3
OD1532,Sundar,Bakery,Breads & Buns,3,Central,Pudukottai,31/05/21,"₹1,578.15 ",35.00%,Card,"₹1,169.00 ",₹233.80 ,3
OD1533,Vidya,Beverages,Soft Drinks,5,Central,Vellore,22/05/22,"₹2,443.84 ",12.00%,Upi,"₹2,182.00 ",₹829.16 ,5
OD1534,Ramesh,"Eggs, Meat & Fish",Chicken,8,Central,Viluppuram,30/01/23,"₹2,222.84 ",22.00%,Cash,"₹1,822.00 ",₹637.70 ,5
OD1535,Vinne,Oil & Masala,Masalas,5,Central,Bodi,15/12/22,"₹1,732.50 ",26.00%,Cash,"₹1,375.00 ",₹275.00 ,3
OD1536,Krithika,Bakery,Breads & Buns,8,Central,Ramanadhapuram,08/09/22,"₹2,426.41 ",19.00%,Cash,"₹2,039.00 ",₹734.04 ,4
OD1537,Peer,Beverages,Soft Drinks,8,Central,Bodi,13/11/22,"₹1,322.40 ",16.00%,Cash,"₹1,140.00 ",₹478.80 ,2
OD1538,Sabeela,Beverages,Soft Drinks,9,Central,Chennai,30/04/21,"₹1,023.36 ",23.00%,Card,₹832.00 ,₹58.24 ,3
OD1539,Ridhesh,Beverages,Health Drinks,8,Central,Dharmapuri,10/04/22,"₹1,084.80 ",20.00%,Cash,₹904.00 ,₹343.52 ,5
OD1540,Sabeela,Snacks,Noodles,5,Central,Tirunelveli,27/07/22,"₹1,191.02 ",13.00%,Upi,"₹1,054.00 ",₹432.14 ,2
OD1541,Rumaiza,Bakery,Biscuits,6,Central,Theni,03/11/21,"₹1,433.60 ",12.00%,Upi,"₹1,280.00 ",₹358.40 ,2
OD1542,Verma,Beverages,Health Drinks,1,Central,Chennai,08/04/23,"₹2,406.80 ",10.00%,Card,"₹2,188.00 ",₹765.80 ,2
OD1543,Yadav,Snacks,Cookies,6,Central,Dindigul,28/10/22,₹885.74 ,34.00%,Card,₹661.00 ,₹218.13 ,5
OD1544,Veena,Bakery,Biscuits,6,Central,Namakkal,28/05/21,"₹1,817.64 ",32.00%,Upi,"₹1,377.00 ",₹481.95 ,4
OD1545,Roshan,Fruits & Veggies,Fresh Vegetables,9,Central,Vellore,30/05/21,"₹2,275.84 ",27.00%,Cash,"₹1,792.00 ",₹430.08 ,2
OD1546,Willams,Bakery,Cakes,9,Central,Salem,04/05/21,"₹2,879.12 ",16.00%,Cash,"₹2,482.00 ",₹446.76 ,3
OD1547,Vince,Bakery,Biscuits,2,Central,Salem,20/02/21,"₹2,874.48 ",16.00%,Upi,"₹2,478.00 ",₹594.72 ,2
OD1548,Sudeep,Beverages,Health Drinks,2,Central,Cumbum,10/01/21,₹856.32 ,28.00%,Cash,₹669.00 ,₹140.49 ,3
OD1549,Akash,Food Grains,Atta & Flour,6,Central,Dindigul,26/04/23,"₹2,206.10 ",30.00%,Cash,"₹1,697.00 ",₹135.76 ,3
OD1550,Surya,Oil & Masala,Edible Oil & Ghee,5,Central,Vellore,08/11/22,"₹1,112.52 ",27.00%,Upi,₹876.00 ,₹324.12 ,2
OD1551,Krithika,Bakery,Breads & Buns,6,Central,Madurai,29/03/22,"₹1,234.03 ",19.00%,Upi,"₹1,037.00 ",₹435.54 ,2
OD1552,Sheeba,Fruits & Veggies,Organic Vegetables,5,Central,Madurai,24/05/21,"₹2,707.32 ",32.00%,Card,"₹2,051.00 ",₹512.75 ,3
OD1553,Vinne,Fruits & Veggies,Fresh Fruits,5,Central,Krishnagiri,01/01/21,₹784.35 ,35.00%,Cash,₹581.00 ,₹87.15 ,5
OD1554,Ram,Beverages,Soft Drinks,6,Central,Chennai,21/04/22,"₹2,026.24 ",28.00%,Card,"₹1,583.00 ",₹601.54 ,4
OD1555,Arutra,Fruits & Veggies,Organic Fruits,2,Central,Bodi,21/12/21,"₹1,162.65 ",15.00%,Cash,"₹1,011.00 ",₹323.52 ,2
OD1556,Ram,Fruits & Veggies,Organic Vegetables,1,Central,Nagercoil,08/01/22,"₹1,683.00 ",32.00%,Upi,"₹1,275.00 ",₹344.25 ,4
OD1557,Akash,"Eggs, Meat & Fish",Chicken,1,Central,Dindigul,27/05/22,₹648.21 ,23.00%,Upi,₹527.00 ,₹237.15 ,2
OD1558,Anu,Fruits & Veggies,Organic Vegetables,5,East,Vellore,24/11/22,"₹2,975.61 ",27.00%,Card,"₹2,343.00 ",₹820.05 ,5
OD1559,Ganesh,Fruits & Veggies,Fresh Fruits,3,East,Pudukottai,29/09/22,"₹2,309.46 ",22.00%,Cash,"₹1,893.00 ",₹700.41 ,5
OD1560,Ganesh,"Eggs, Meat & Fish",Fish,1,East,Ooty,07/07/21,"₹2,363.85 ",35.00%,Cash,"₹1,751.00 ",₹490.28 ,4
OD1561,Shree,Food Grains,Rice,4,East,Perambalur,10/03/23,₹833.16 ,31.00%,Card,₹636.00 ,₹248.04 ,4
OD1562,Jackson,"Eggs, Meat & Fish",Eggs,6,East,Dindigul,05/10/22,"₹2,732.40 ",10.00%,Cash,"₹2,484.00 ",₹645.84 ,5
OD1563,Jonas,Food Grains,Organic Staples,5,East,Krishnagiri,02/10/22,"₹1,038.40 ",18.00%,Card,₹880.00 ,₹167.20 ,4
OD1564,Shree,Bakery,Cakes,7,East,Theni,14/05/21,"₹2,156.88 ",32.00%,Upi,"₹1,634.00 ",₹408.50 ,2
OD1565,Suresh,Beverages,Health Drinks,3,East,Karur,31/01/21,"₹2,224.56 ",24.00%,Upi,"₹1,794.00 ",₹717.60 ,4
OD1566,Anu,Food Grains,Rice,6,East,Namakkal,25/12/22,"₹3,061.50 ",30.00%,Cash,"₹2,355.00 ",₹117.75 ,3
OD1567,Sundar,Bakery,Cakes,2,East,Salem,27/07/21,"₹2,056.56 ",32.00%,Card,"₹1,558.00 ",₹186.96 ,3
OD1568,Surya,Beverages,Health Drinks,3,East,Ooty,23/12/22,₹841.34 ,18.00%,Card,₹713.00 ,₹128.34 ,3
OD1569,Harish,Food Grains,Atta & Flour,2,East,Pudukottai,14/07/23,"₹1,945.20 ",20.00%,Upi,"₹1,621.00 ",₹437.67 ,3
OD1570,Sudha,Oil & Masala,Spices,7,East,Krishnagiri,09/10/21,"₹2,136.75 ",11.00%,Card,"₹1,925.00 ",₹827.75 ,4
OD1571,Esther,Oil & Masala,Edible Oil & Ghee,1,East,Kanyakumari,08/06/23,"₹2,098.44 ",34.00%,Card,"₹1,566.00 ",₹657.72 ,3
OD1572,Akash,Bakery,Breads & Buns,5,East,Tenkasi,01/01/23,₹923.52 ,11.00%,Upi,₹832.00 ,₹208.00 ,4
OD1573,Willams,Fruits & Veggies,Organic Fruits,8,East,Krishnagiri,07/09/22,"₹1,030.00 ",25.00%,Card,₹824.00 ,₹123.60 ,3
OD1574,Veronica,Food Grains,Rice,4,East,Kanyakumari,14/03/23,₹730.25 ,27.00%,Cash,₹575.00 ,₹247.25 ,5
OD1575,Esther,"Eggs, Meat & Fish",Mutton,4,East,Namakkal,05/03/23,"₹2,557.60 ",15.00%,Upi,"₹2,224.00 ",₹511.52 ,5
OD1576,Roshan,Oil & Masala,Edible Oil & Ghee,6,East,Namakkal,10/09/21,"₹1,510.43 ",31.00%,Upi,"₹1,153.00 ",₹230.60 ,3
OD1577,Arvind,Oil & Masala,Edible Oil & Ghee,1,East,Ooty,02/07/22,"₹1,412.36 ",24.00%,Upi,"₹1,139.00 ",₹136.68 ,5
OD1578,Malik,Bakery,Biscuits,4,East,Pudukottai,15/08/22,"₹1,413.28 ",21.00%,Upi,"₹1,168.00 ",₹58.40 ,4
OD1579,Sudha,Beverages,Soft Drinks,9,East,Ramanadhapuram,30/07/22,"₹3,163.57 ",27.00%,Card,"₹2,491.00 ",₹548.02 ,2
OD1580,Vidya,Food Grains,Dals & Pulses,6,East,Cumbum,08/10/22,"₹1,684.38 ",34.00%,Upi,"₹1,257.00 ",₹565.65 ,5
OD1581,Vidya,Food Grains,Rice,1,East,Pudukottai,04/04/22,"₹1,550.52 ",18.00%,Upi,"₹1,314.00 ",₹118.26 ,2
OD1582,Alan,Fruits & Veggies,Fresh Vegetables,1,East,Namakkal,06/05/21,"₹1,625.42 ",34.00%,Cash,"₹1,213.00 ",₹145.56 ,2
OD1583,Ram,Snacks,Noodles,8,East,Ooty,10/06/22,"₹2,961.25 ",25.00%,Upi,"₹2,369.00 ",₹615.94 ,3
OD1584,Ravi,Fruits & Veggies,Fresh Fruits,5,East,Kanyakumari,25/10/21,"₹2,688.40 ",30.00%,Cash,"₹2,068.00 ",₹434.28 ,3
OD1585,Arutra,Food Grains,Atta & Flour,1,East,Pudukottai,20/02/23,"₹1,234.20 ",21.00%,Card,"₹1,020.00 ",₹163.20 ,3
OD1586,Peer,Snacks,Noodles,7,East,Vellore,19/06/23,"₹1,886.72 ",28.00%,Upi,"₹1,474.00 ",₹397.98 ,5
OD1587,Arutra,Fruits & Veggies,Fresh Fruits,7,East,Nagercoil,16/03/21,"₹1,950.78 ",22.00%,Cash,"₹1,599.00 ",₹399.75 ,4
OD1588,James,Oil & Masala,Masalas,7,East,Chennai,13/10/21,"₹1,332.85 ",15.00%,Card,"₹1,159.00 ",₹278.16 ,2
OD1589,Amy,Oil & Masala,Masalas,6,East,Chennai,30/06/21,"₹2,172.50 ",10.00%,Cash,"₹1,975.00 ",₹829.50 ,4
OD1590,Sheeba,Fruits & Veggies,Fresh Fruits,6,East,Salem,15/04/22,"₹1,732.90 ",30.00%,Upi,"₹1,333.00 ",₹213.28 ,2
OD1591,Yusuf,Fruits & Veggies,Organic Fruits,7,East,Namakkal,08/01/23,₹609.28 ,19.00%,Upi,₹512.00 ,₹92.16 ,4
OD1592,Shah,Beverages,Soft Drinks,2,East,Namakkal,05/03/22,"₹1,237.50 ",10.00%,Card,"₹1,125.00 ",₹202.50 ,3
OD1593,Veena,Snacks,Noodles,9,East,Namakkal,20/07/22,₹994.62 ,21.00%,Cash,₹822.00 ,₹246.60 ,5
OD1594,Jonas,Beverages,Soft Drinks,5,East,Bodi,15/06/21,"₹1,570.64 ",16.00%,Upi,"₹1,354.00 ",₹514.52 ,2
OD1595,James,"Eggs, Meat & Fish",Fish,7,East,Chennai,12/03/21,"₹1,589.50 ",10.00%,Card,"₹1,445.00 ",₹621.35 ,3
OD1596,Arutra,Beverages,Soft Drinks,1,East,Cumbum,30/07/21,"₹2,631.20 ",30.00%,Cash,"₹2,024.00 ",₹809.60 ,4
OD1597,Peer,Bakery,Biscuits,9,East,Karur,27/08/21,"₹2,132.91 ",17.00%,Upi,"₹1,823.00 ",₹674.51 ,2
OD1598,Jackson,Bakery,Cakes,3,East,Ooty,20/11/22,"₹1,252.16 ",12.00%,Cash,"₹1,118.00 ",₹290.68 ,4
OD1599,Rumaiza,Beverages,Soft Drinks,5,East,Vellore,27/05/21,"₹2,863.49 ",33.00%,Upi,"₹2,153.00 ",₹839.67 ,2
OD1600,Veronica,Snacks,Chocolates,7,East,Chennai,03/03/22,"₹1,490.93 ",33.00%,Card,"₹1,121.00 ",₹257.83 ,3
OD1601,Aditi,"Eggs, Meat & Fish",Eggs,5,East,Perambalur,21/01/23,"₹2,362.20 ",24.00%,Upi,"₹1,905.00 ",₹819.15 ,3
OD1602,Sharon,Bakery,Breads & Buns,2,East,Karur,27/12/21,"₹2,053.68 ",29.00%,Card,"₹1,592.00 ",₹525.36 ,4
OD1603,Veronica,Bakery,Cakes,2,East,Salem,19/02/22,"₹2,610.00 ",20.00%,Card,"₹2,175.00 ",₹891.75 ,5
OD1604,Malik,Food Grains,Organic Staples,5,East,Dindigul,19/12/21,"₹1,776.32 ",12.00%,Card,"₹1,586.00 ",₹269.62 ,2
OD1605,Surya,"Eggs, Meat & Fish",Fish,4,East,Cumbum,05/06/23,"₹2,630.97 ",23.00%,Card,"₹2,139.00 ",₹513.36 ,2
OD1606,Krithika,Oil & Masala,Edible Oil & Ghee,5,East,Nagercoil,16/08/22,₹602.04 ,16.00%,Cash,₹519.00 ,₹41.52 ,3
OD1607,Ridhesh,Food Grains,Organic Staples,3,East,Ramanadhapuram,13/12/21,₹614.80 ,16.00%,Cash,₹530.00 ,₹190.80 ,3
OD1608,Malik,Bakery,Cakes,4,East,Krishnagiri,30/01/23,"₹2,432.76 ",14.00%,Cash,"₹2,134.00 ",₹128.04 ,5
OD1609,Akash,Bakery,Biscuits,7,East,Coimbatore,14/11/21,"₹2,574.45 ",35.00%,Cash,"₹1,907.00 ",₹247.91 ,3
OD1610,Arutra,Bakery,Breads & Buns,2,East,Trichy,18/08/21,"₹1,472.04 ",16.00%,Upi,"₹1,269.00 ",₹558.36 ,3
OD1611,Vince,Bakery,Breads & Buns,6,East,Nagercoil,13/03/23,"₹2,213.40 ",24.00%,Card,"₹1,785.00 ",₹642.60 ,2
OD1612,Komal,Oil & Masala,Masalas,7,East,Tenkasi,02/02/21,"₹3,104.78 ",34.00%,Upi,"₹2,317.00 ","₹1,042.65 ",4
OD1613,Verma,Oil & Masala,Spices,8,East,Krishnagiri,17/05/23,"₹2,023.40 ",34.00%,Upi,"₹1,510.00 ",₹151.00 ,3
OD1614,Jonas,Snacks,Chocolates,5,East,Tenkasi,18/07/23,"₹2,282.28 ",32.00%,Cash,"₹1,729.00 ",₹708.89 ,2
OD1615,Veronica,Food Grains,Dals & Pulses,9,East,Namakkal,10/01/22,"₹1,207.97 ",13.00%,Upi,"₹1,069.00 ",₹203.11 ,3
OD1616,Hussain,Beverages,Health Drinks,1,East,Theni,18/02/23,"₹1,095.57 ",11.00%,Cash,₹987.00 ,₹227.01 ,4
OD1617,Verma,Snacks,Cookies,8,East,Karur,05/01/22,"₹1,542.06 ",17.00%,Cash,"₹1,318.00 ",₹579.92 ,4
OD1618,Aditi,Bakery,Biscuits,5,East,Viluppuram,12/06/23,"₹2,528.82 ",26.00%,Card,"₹2,007.00 ",₹501.75 ,5
OD1619,Ridhesh,Snacks,Noodles,6,East,Viluppuram,06/09/21,"₹1,290.00 ",20.00%,Upi,"₹1,075.00 ",₹408.50 ,5
OD1620,Sharon,Bakery,Cakes,6,East,Kanyakumari,28/05/23,"₹1,720.77 ",23.00%,Cash,"₹1,399.00 ",₹587.58 ,5
OD1621,Amrish,"Eggs, Meat & Fish",Chicken,9,East,Trichy,30/09/21,"₹2,879.28 ",29.00%,Card,"₹2,232.00 ",₹870.48 ,2
OD1622,Krithika,Oil & Masala,Edible Oil & Ghee,3,East,Virudhunagar,08/10/21,"₹2,801.16 ",24.00%,Cash,"₹2,259.00 ",₹135.54 ,5
OD1623,Amrish,Beverages,Health Drinks,2,East,Madurai,14/05/21,"₹1,811.70 ",22.00%,Card,"₹1,485.00 ",₹163.35 ,3
OD1624,Ramesh,Fruits & Veggies,Organic Fruits,9,East,Karur,03/03/21,₹924.30 ,30.00%,Upi,₹711.00 ,₹255.96 ,2
OD1625,Sudha,Snacks,Cookies,5,East,Trichy,16/01/21,"₹1,630.78 ",34.00%,Upi,"₹1,217.00 ",₹389.44 ,5
OD1626,Esther,Fruits & Veggies,Fresh Vegetables,2,East,Theni,01/11/22,₹981.50 ,30.00%,Upi,₹755.00 ,₹256.70 ,3
OD1627,Arutra,Bakery,Biscuits,8,East,Kanyakumari,24/04/21,"₹2,199.52 ",18.00%,Card,"₹1,864.00 ",₹428.72 ,2
OD1628,Jonas,Oil & Masala,Masalas,6,East,Kanyakumari,04/06/21,"₹1,405.60 ",12.00%,Cash,"₹1,255.00 ",₹539.65 ,3
OD1629,Haseena,Snacks,Cookies,7,East,Ooty,07/02/23,"₹1,446.12 ",17.00%,Cash,"₹1,236.00 ",₹432.60 ,5
OD1630,Sudeep,Oil & Masala,Edible Oil & Ghee,6,East,Virudhunagar,31/03/23,"₹2,646.50 ",34.00%,Cash,"₹1,975.00 ",₹177.75 ,2
OD1631,Vince,Beverages,Soft Drinks,1,East,Ramanadhapuram,30/01/21,"₹2,824.48 ",27.00%,Cash,"₹2,224.00 ",₹978.56 ,5
OD1632,Willams,Oil & Masala,Edible Oil & Ghee,5,East,Nagercoil,10/06/22,"₹2,739.21 ",23.00%,Upi,"₹2,227.00 ",₹133.62 ,5
OD1633,Surya,Snacks,Cookies,3,East,Nagercoil,24/06/21,₹886.86 ,17.00%,Card,₹758.00 ,₹257.72 ,3
OD1634,Surya,Fruits & Veggies,Fresh Fruits,3,East,Virudhunagar,22/04/21,"₹2,264.90 ",10.00%,Card,"₹2,059.00 ",₹905.96 ,4
OD1635,James,Snacks,Cookies,8,East,Tenkasi,27/07/22,"₹1,184.05 ",19.00%,Card,₹995.00 ,₹447.75 ,4
OD1636,Sudha,Oil & Masala,Masalas,8,East,Karur,08/01/23,"₹2,416.15 ",15.00%,Cash,"₹2,101.00 ",₹735.35 ,5
OD1637,Kumar,Fruits & Veggies,Fresh Fruits,3,East,Krishnagiri,11/02/23,"₹1,851.88 ",34.00%,Card,"₹1,382.00 ",₹234.94 ,2
OD1638,Arutra,Oil & Masala,Masalas,4,East,Virudhunagar,05/07/21,"₹1,335.90 ",22.00%,Upi,"₹1,095.00 ",₹109.50 ,2
OD1639,Amy,Food Grains,Organic Staples,4,East,Theni,21/01/21,₹919.60 ,21.00%,Cash,₹760.00 ,₹114.00 ,4
OD1640,Peer,Fruits & Veggies,Organic Vegetables,3,East,Namakkal,08/07/23,"₹1,198.75 ",25.00%,Upi,₹959.00 ,₹402.78 ,3
OD1641,Jonas,Fruits & Veggies,Organic Fruits,6,East,Tenkasi,18/09/21,₹997.53 ,23.00%,Card,₹811.00 ,₹194.64 ,4
OD1642,Ram,Beverages,Soft Drinks,8,East,Coimbatore,19/06/23,"₹1,545.84 ",13.00%,Card,"₹1,368.00 ",₹615.60 ,2
OD1643,Shah,Bakery,Breads & Buns,3,East,Pudukottai,10/06/23,"₹1,341.78 ",14.00%,Upi,"₹1,177.00 ",₹506.11 ,5
OD1644,Akash,Bakery,Biscuits,7,East,Nagercoil,15/01/21,₹777.36 ,23.00%,Cash,₹632.00 ,₹151.68 ,4
OD1645,Sharon,Snacks,Cookies,6,East,Tenkasi,26/07/22,₹808.64 ,12.00%,Upi,₹722.00 ,₹238.26 ,3
OD1646,Amrish,"Eggs, Meat & Fish",Fish,5,East,Ooty,09/03/21,₹960.15 ,11.00%,Cash,₹865.00 ,₹190.30 ,5
OD1647,Shah,Bakery,Biscuits,2,East,Ramanadhapuram,21/02/23,"₹2,461.96 ",22.00%,Card,"₹2,018.00 ",₹423.78 ,2
OD1648,Veena,Food Grains,Dals & Pulses,1,East,Trichy,16/04/21,₹869.70 ,30.00%,Cash,₹669.00 ,₹100.35 ,4
OD1649,Muneer,Snacks,Cookies,5,East,Perambalur,15/12/22,"₹2,751.30 ",35.00%,Upi,"₹2,038.00 ",₹366.84 ,5
OD1650,Rumaiza,Bakery,Cakes,8,East,Karur,16/08/22,"₹2,357.64 ",18.00%,Upi,"₹1,998.00 ",₹219.78 ,2
OD1651,Peer,Oil & Masala,Edible Oil & Ghee,8,East,Vellore,25/07/23,"₹3,027.20 ",28.00%,Cash,"₹2,365.00 ",₹733.15 ,4
OD1652,Sundar,Food Grains,Organic Staples,5,East,Dindigul,24/02/21,"₹1,254.40 ",28.00%,Card,₹980.00 ,₹245.00 ,2
OD1653,Sheeba,"Eggs, Meat & Fish",Fish,1,East,Coimbatore,07/11/22,"₹2,165.35 ",27.00%,Upi,"₹1,705.00 ",₹136.40 ,2
OD1654,Harish,Fruits & Veggies,Organic Fruits,1,East,Madurai,07/07/22,"₹1,606.50 ",19.00%,Cash,"₹1,350.00 ",₹283.50 ,3
OD1655,Arvind,Beverages,Health Drinks,7,East,Chennai,02/03/23,"₹1,679.36 ",28.00%,Cash,"₹1,312.00 ",₹524.80 ,2
OD1656,Ramesh,Bakery,Biscuits,9,East,Tirunelveli,28/05/21,"₹2,130.66 ",33.00%,Upi,"₹1,602.00 ",₹656.82 ,4
OD1657,Jonas,Food Grains,Organic Staples,8,East,Theni,09/01/23,"₹1,927.01 ",31.00%,Card,"₹1,471.00 ",₹176.52 ,3
OD1658,Veronica,Fruits & Veggies,Fresh Vegetables,8,East,Virudhunagar,04/10/21,"₹1,082.06 ",31.00%,Card,₹826.00 ,₹90.86 ,4
OD1659,Esther,Fruits & Veggies,Fresh Vegetables,4,East,Tirunelveli,02/10/22,"₹2,889.27 ",23.00%,Upi,"₹2,349.00 ",₹845.64 ,5
OD1660,Suresh,Fruits & Veggies,Organic Vegetables,1,East,Cumbum,24/03/21,"₹1,667.68 ",12.00%,Card,"₹1,489.00 ",₹223.35 ,3
OD1661,Rumaiza,Food Grains,Atta & Flour,9,East,Dindigul,07/09/22,"₹2,130.09 ",11.00%,Upi,"₹1,919.00 ",₹537.32 ,3
OD1662,Peer,Beverages,Health Drinks,7,East,Perambalur,24/10/22,"₹2,559.74 ",31.00%,Cash,"₹1,954.00 ",₹820.68 ,3
OD1663,Haseena,Bakery,Biscuits,4,East,Coimbatore,24/09/21,"₹1,572.05 ",15.00%,Cash,"₹1,367.00 ",₹123.03 ,3
OD1664,Aditi,Beverages,Soft Drinks,1,East,Coimbatore,19/01/22,"₹1,311.38 ",19.00%,Card,"₹1,102.00 ",₹407.74 ,4
OD1665,Alan,Fruits & Veggies,Organic Vegetables,5,East,Bodi,16/04/23,₹793.80 ,26.00%,Upi,₹630.00 ,₹226.80 ,5
OD1666,Roshan,Oil & Masala,Edible Oil & Ghee,4,East,Pudukottai,06/07/22,₹641.76 ,12.00%,Cash,₹573.00 ,₹183.36 ,4
OD1667,Surya,Beverages,Health Drinks,4,East,Namakkal,30/07/21,"₹2,840.50 ",30.00%,Cash,"₹2,185.00 ",₹218.50 ,2
OD1668,Sharon,Bakery,Breads & Buns,3,East,Perambalur,13/01/21,₹718.58 ,22.00%,Card,₹589.00 ,₹229.71 ,4
OD1669,Suresh,Oil & Masala,Masalas,5,East,Salem,28/03/21,"₹2,012.95 ",27.00%,Upi,"₹1,585.00 ",₹95.10 ,4
OD1670,Amrish,Fruits & Veggies,Fresh Fruits,3,East,Vellore,18/11/21,"₹1,529.50 ",15.00%,Card,"₹1,330.00 ",₹518.70 ,4
OD1671,Alan,Food Grains,Organic Staples,9,East,Cumbum,17/03/21,"₹2,062.48 ",27.00%,Upi,"₹1,624.00 ",₹519.68 ,5
OD1672,Kumar,Beverages,Health Drinks,3,East,Kanyakumari,23/08/22,"₹2,846.20 ",33.00%,Upi,"₹2,140.00 ",₹791.80 ,2
OD1673,Shah,Bakery,Breads & Buns,1,East,Ramanadhapuram,22/04/22,"₹1,773.10 ",19.00%,Cash,"₹1,490.00 ",₹253.30 ,3
OD1674,Muneer,"Eggs, Meat & Fish",Mutton,5,East,Virudhunagar,11/01/23,"₹2,395.33 ",33.00%,Upi,"₹1,801.00 ",₹342.19 ,5
